OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,YearsBeforeSold,ExterQual_TA,BsmtQual_Ex,KitchenQual_TA,GarageFinish_Unf,KitchenQual_Ex,SalePrice
6,980,0,945,980,2,31,1,0,1,1,0,127500
6,1958,2,979,979,2,57,1,0,1,1,0,145000
6,1229,2,561,561,1,29,1,0,1,0,0,124000
5,1057,2,1057,1057,1,45,1,0,1,0,0,132000
7,1337,2,1337,1337,2,4,0,0,0,0,0,185000
7,1416,2,696,696,2,11,0,0,0,1,0,155000
5,858,0,858,858,1,2,1,0,1,1,0,116500
6,2872,2,1330,1542,2,13,1,0,1,0,0,272000
6,1548,2,804,804,2,31,1,0,0,1,0,155000
9,1800,2,1800,1800,2,2,0,1,0,0,1,239000
7,1894,2,817,824,2,7,0,0,0,0,0,214900
6,1484,2,783,783,2,0,0,0,0,0,0,178900
5,1308,1,728,976,1,59,0,0,1,1,0,160000
5,1098,1,1098,1098,1,53,1,0,1,1,0,135000
3,968,0,600,600,1,59,1,0,1,1,0,37900
6,1095,1,588,1095,1,48,1,0,1,0,0,140000
4,1192,0,720,720,1,56,1,0,1,1,0,135000
7,1626,2,764,764,2,5,0,0,0,0,0,173000
6,918,1,918,918,2,31,1,0,1,1,0,99500
7,1428,2,1428,1428,2,0,0,0,0,0,0,182000
7,2019,2,728,1136,1,16,1,0,0,1,0,167500
7,1382,2,673,673,2,6,0,0,0,1,0,165000
4,869,0,440,869,1,48,1,0,0,1,0,85500
7,1241,2,1241,1241,1,0,0,0,0,0,0,199900
4,894,2,894,894,1,53,1,0,1,1,0,110000
5,1121,2,1121,1121,1,46,1,0,1,1,0,139000
7,999,2,944,999,1,1,0,0,0,0,1,178400
8,2612,3,1225,1276,2,10,0,0,0,0,0,336000
7,1266,2,1266,1266,2,1,0,0,0,0,0,159895
8,2290,2,1128,1149,2,6,0,0,0,1,0,255900
5,1734,2,0,1302,2,32,1,0,0,1,0,126000
5,1164,1,1164,1164,1,58,1,0,1,1,0,125000
6,1635,1,485,1001,1,3,1,0,0,1,0,117000
9,1940,3,1930,1940,2,0,0,1,0,0,1,395192
6,2030,2,848,1118,2,31,1,0,0,0,0,195000
7,1576,2,770,778,2,0,0,0,0,0,0,197000
8,2392,3,1396,1407,2,8,0,0,0,0,0,348000
8,1742,2,916,916,1,23,0,0,0,1,0,168000
6,1851,2,822,1020,2,14,1,0,0,0,0,187000
6,1500,2,750,750,2,0,1,0,0,0,0,173900
10,1718,3,1700,1718,2,2,0,1,0,0,1,337500
4,1230,1,747,774,1,56,1,0,1,1,0,121600
5,1050,1,1050,1050,1,45,1,0,1,1,0,136500
6,1442,2,1442,1442,2,39,1,0,1,0,0,185000
3,1077,1,1007,1077,1,56,1,0,1,1,0,91000
7,1208,2,1187,1208,2,4,0,0,0,0,0,206000
3,944,2,0,944,1,57,1,0,0,1,0,82000
5,691,1,691,691,1,57,1,0,0,1,1,86000
8,1574,3,1574,1574,2,2,0,0,0,0,0,232000
5,1680,2,1680,1680,2,31,1,0,1,1,0,136905
7,1504,2,1346,1504,2,3,0,0,0,0,0,181000
5,985,1,985,985,2,31,0,0,1,1,0,149900
6,1657,2,1657,1657,2,37,1,0,1,1,0,163500
4,1092,1,546,546,1,39,1,0,1,0,0,88000
7,1710,2,1710,1710,2,4,0,1,0,0,0,240000
5,1522,0,1008,1008,2,56,1,0,1,1,0,102000
5,1271,1,720,720,2,58,1,0,1,1,0,135000
5,1664,0,0,1664,2,45,1,0,1,1,0,100000
6,1502,1,602,900,1,11,1,0,0,1,0,165000
5,1022,1,1022,1022,1,3,1,0,1,1,0,85000
6,1082,1,1082,1082,1,57,1,0,1,1,0,119200
8,1665,2,810,810,2,8,0,0,0,0,0,227000
7,1504,2,1504,1504,2,13,0,0,0,0,0,203000
8,1360,2,1220,1360,1,25,0,0,0,0,0,187500
7,1472,2,384,802,2,15,0,0,0,0,0,160000
7,1506,2,1362,1506,2,1,0,0,0,0,0,213490
4,1132,2,1132,1132,1,3,1,0,0,0,0,176000
7,1220,2,1199,1220,2,0,0,0,0,0,0,194000
5,1248,1,912,912,1,57,1,0,1,1,0,87000
7,1504,2,1346,1504,2,2,0,0,0,0,0,191000
8,2898,2,1565,2898,2,32,0,0,0,0,0,287000
5,882,2,882,882,1,35,1,0,1,1,0,112500
5,1264,2,1268,1264,1,50,1,0,1,1,0,167500
8,1646,3,1638,1646,2,0,0,0,0,0,0,293077
5,1376,1,768,968,1,57,1,0,1,1,0,105000
6,1218,1,672,672,1,34,1,0,1,1,0,118000
5,1928,0,686,948,2,11,1,0,1,1,0,160000
7,3082,2,824,1687,2,39,1,0,1,0,0,197000
8,2520,3,1338,1352,2,13,0,0,0,0,0,310000
7,1654,3,1654,1654,2,4,0,0,0,1,0,230000
5,954,1,920,954,1,57,1,0,0,1,0,119750
4,845,1,0,845,1,52,1,0,1,1,0,84000
9,1620,3,1620,1620,2,1,0,1,0,0,1,315500
8,2263,2,1055,1055,2,6,0,0,0,0,0,287000
4,1344,0,546,798,1,1,1,0,1,1,0,97000
4,630,1,630,630,1,39,1,0,1,1,0,80000
5,1803,2,1134,1803,2,6,1,0,1,0,0,155000
6,1632,2,800,800,1,8,1,0,0,1,0,173000
6,1306,2,1306,1306,2,4,0,0,0,0,0,196000
7,2329,2,1475,1532,2,18,1,0,0,1,0,262280
8,2524,2,2524,2524,2,28,0,0,0,0,0,278000
3,1733,2,0,1733,2,54,1,0,1,1,0,139600
9,2868,3,1992,1992,3,0,0,1,0,0,1,556581
5,990,2,990,990,1,13,1,0,1,1,0,145000
5,1771,2,0,1771,1,3,1,0,1,1,0,115000
4,930,1,0,930,1,4,1,0,0,1,0,84900
7,1302,2,1302,1302,2,0,0,0,0,0,0,176485
7,1316,2,1316,1316,2,0,0,0,0,0,0,200141
6,1977,2,816,1127,1,29,1,0,1,0,0,165000
5,1526,1,1216,1526,1,8,1,0,1,1,0,144500
8,1989,2,1065,1091,2,4,0,0,0,0,0,255000
6,1523,2,1193,1523,2,32,1,0,1,0,0,180000
7,1364,2,1364,1364,2,1,0,0,0,0,0,185850
7,1850,2,973,979,2,15,0,0,0,0,0,248000
9,2184,3,1104,1130,2,1,0,1,0,0,1,335000
6,1991,2,854,1096,1,57,1,0,1,1,0,220000
8,1338,2,1338,1338,2,9,0,0,0,0,0,213500
3,894,3,894,894,1,58,0,0,1,0,0,81000
5,2337,2,662,1422,2,57,1,0,1,1,0,90000
6,1103,2,1103,1103,1,26,1,0,0,1,0,110500
5,1154,2,1154,1154,1,43,1,0,1,0,0,154000
7,2260,2,1306,1306,2,13,0,1,0,0,0,328000
6,1571,2,799,799,2,15,0,0,1,0,0,178000
6,1611,2,780,798,1,44,1,0,1,0,0,167900
6,2521,2,942,1291,2,33,1,0,1,0,0,151400
5,893,2,845,893,1,4,1,0,0,1,0,135000
5,1048,1,1048,1048,1,51,1,0,1,1,0,135000
6,1556,2,727,829,1,41,1,0,1,1,0,154000
5,1456,1,810,1002,1,56,1,0,1,1,0,91500
6,1426,2,690,698,1,32,1,0,1,0,0,159500
7,1240,3,1240,1240,2,1,0,0,0,0,0,194000
7,1740,1,800,960,1,23,1,0,1,1,0,219500
5,1466,2,796,1096,2,17,1,0,0,1,0,170000
5,1096,1,1096,1096,1,37,1,0,1,0,0,138800
6,848,2,848,848,1,2,0,0,0,0,0,155900
5,990,1,990,990,1,13,1,0,1,1,0,126000
6,1258,2,1258,1258,2,4,0,0,0,0,0,145000
5,1040,1,1040,1040,1,47,1,0,1,0,0,133000
7,1459,2,1459,1459,2,5,0,0,0,0,0,192000
6,1251,1,1251,1251,1,42,1,0,1,0,0,160000
6,1498,2,691,691,2,10,1,0,1,0,0,187500
6,996,2,936,996,1,18,1,0,0,1,0,147000
4,1092,1,546,546,1,37,1,0,1,0,0,83500
8,1953,3,1082,1082,2,3,0,0,0,0,0,252000
7,1709,2,970,970,2,2,0,0,0,1,0,137500
8,1247,2,1247,1247,1,1,0,0,0,0,0,197000
3,1040,2,0,1040,2,59,1,0,1,1,0,92900
7,1252,2,600,624,2,8,0,0,0,1,0,160000
6,1694,2,1181,1390,2,58,1,0,1,1,0,136500
5,1200,2,864,1200,1,8,1,0,0,1,0,146000
5,936,1,936,936,1,10,1,0,1,0,0,129000
6,1314,2,1314,1314,2,1,0,0,0,0,0,176432
6,1355,0,684,773,1,1,1,0,0,1,0,127000
8,1088,2,1074,1088,1,21,0,0,0,0,0,170000
4,1324,1,672,757,1,59,1,0,1,1,0,128000
7,1601,2,1271,1601,2,31,1,0,1,0,0,157000
2,438,1,290,438,1,59,1,0,0,1,0,60000
5,950,1,950,950,1,36,1,0,1,1,0,119500
5,1134,1,1010,1134,1,5,1,0,1,0,0,135000
6,1194,2,655,1194,1,47,1,0,1,0,0,159500
5,1302,2,630,630,2,37,1,0,1,1,0,106000
8,2622,2,1463,1500,2,15,0,1,0,0,0,325000
7,1442,2,910,1442,2,16,0,0,0,0,0,179900
7,2021,2,868,887,2,0,0,1,0,0,0,274725
6,1690,2,924,948,2,7,1,0,1,0,0,181000
8,1836,3,1836,1836,2,4,0,1,0,0,0,280000
6,1658,2,773,773,2,12,1,0,1,0,0,188000
7,1964,2,803,1098,2,32,1,0,1,0,0,205000
5,816,1,816,816,1,49,1,0,1,1,0,129900
5,1008,1,1008,1008,1,1,1,0,0,1,0,134500
5,833,1,833,833,1,6,1,0,0,1,0,117000
8,1734,3,1734,1734,2,0,0,1,0,0,1,318000
8,1419,2,408,779,2,7,0,0,0,0,0,184100
5,894,2,894,894,1,5,1,0,0,0,0,130000
5,1601,1,533,1021,1,21,1,0,1,0,0,140000
5,1040,1,1040,1040,1,47,1,0,1,0,0,133700
6,1012,1,1012,1012,1,57,1,0,1,1,0,118400
7,1552,3,1552,1552,2,0,0,0,0,0,0,212900
4,960,1,672,960,1,53,1,0,1,1,0,112000
5,698,0,698,698,1,1,1,0,1,1,0,118000
7,1482,2,384,812,2,15,1,0,0,0,0,163900
4,1005,2,1005,1005,1,54,1,0,0,1,0,115000
7,1555,3,1373,1555,2,2,0,0,0,0,0,174000
7,1530,3,1530,1530,2,3,0,0,0,0,0,259000
7,1959,2,847,847,2,2,0,0,0,0,0,215000
5,936,2,936,936,1,27,1,0,1,1,0,140000
4,1981,2,1122,1328,2,59,1,0,0,1,0,135000
5,974,0,974,974,1,15,1,0,1,1,0,93500
6,2210,1,1008,1178,2,57,1,0,0,1,0,117500
8,2020,2,1128,1142,2,14,0,0,0,0,0,239500
6,1600,2,916,916,2,10,1,0,1,0,0,169000
6,986,1,960,986,1,57,1,0,1,1,0,102000
6,1252,1,1032,1032,1,58,1,0,1,1,0,119000
5,1020,0,780,780,1,14,1,0,1,1,0,94000
6,1567,2,1567,1567,2,32,1,0,0,0,0,196000
5,1167,2,915,1167,1,57,1,0,1,1,0,144000
5,952,2,952,952,1,57,1,0,1,1,0,139000
5,1868,2,780,1088,2,33,1,0,0,1,0,197500
8,2828,3,1466,1466,3,0,0,1,0,0,0,424870
5,1006,0,1006,1006,1,49,1,0,1,1,0,80000
4,924,1,672,672,1,60,1,0,0,1,0,80000
5,1576,1,1042,1042,1,56,1,0,1,1,0,149000
6,1298,2,1298,1298,2,21,0,0,0,1,0,180000
7,1564,1,704,860,1,59,1,0,0,1,0,174500
7,1111,1,572,572,1,58,1,0,1,1,0,116900
7,1482,2,650,832,1,21,1,0,1,1,0,143000
6,932,1,932,932,1,57,1,0,0,1,0,124000
5,1466,2,1466,1466,1,47,1,0,0,0,0,149900
6,1811,2,1073,1811,1,2,1,0,0,0,1,230000
6,816,1,816,816,1,1,0,0,1,1,0,120500
7,1820,2,864,902,1,20,1,0,0,1,0,201800
5,1437,2,1437,1437,2,3,0,0,0,0,0,218000
5,1265,2,1219,1265,2,9,1,0,0,0,0,179900
7,1314,2,1314,1314,2,1,0,0,0,0,0,230000
8,1580,3,1580,1580,2,0,0,0,0,0,0,235128
6,1876,2,901,943,2,34,0,0,0,0,0,185000
6,1456,2,855,855,2,32,1,0,1,1,0,146000
6,1640,2,1296,1640,1,2,0,0,0,1,0,224000
5,894,2,894,894,1,39,1,0,1,0,0,129000
4,1258,2,1198,1258,0,39,1,0,1,1,0,108959
5,1432,2,1360,1432,1,29,1,0,0,1,0,194000
7,1502,2,1502,1502,2,0,0,0,0,0,0,233170
8,1694,3,1694,1694,2,2,0,0,0,0,0,245350
6,1671,2,959,959,2,6,1,0,1,0,0,173000
6,2108,2,1127,1236,2,22,1,0,0,1,0,235000
10,3627,3,1930,1831,3,10,0,1,0,0,0,625000
6,1118,1,1096,1118,1,31,1,0,1,0,0,171000
6,1261,2,1261,1261,1,50,1,0,1,0,0,163000
7,1250,2,625,625,2,1,0,0,0,0,0,171900
5,3086,0,1598,1636,3,13,1,0,0,1,1,200500
6,2345,2,952,1170,2,56,1,0,1,1,0,239000
8,2872,2,1683,2129,2,7,0,0,0,0,0,285000
5,923,1,876,923,1,23,1,0,1,1,0,119500
6,1224,1,818,818,1,5,1,0,1,1,0,115000
5,1343,1,731,820,1,59,1,0,1,1,0,154900
5,1124,0,0,1124,1,52,1,0,1,1,0,93000
7,2514,2,1216,1298,2,15,1,0,1,0,0,250000
8,1652,2,1600,1652,2,0,0,1,0,0,0,392500
10,4476,3,2396,2411,3,11,0,1,0,0,1,745000
5,1130,2,1120,1130,1,56,1,0,1,1,0,120000
5,1572,3,1572,1572,1,44,1,0,1,0,0,186700
5,1221,1,784,949,1,56,1,0,1,1,0,104900
3,1699,2,978,1014,2,39,1,0,1,1,0,95000
8,1624,3,1624,1624,2,11,0,0,0,0,0,262000
7,1660,2,831,831,2,7,0,0,0,0,0,195000
7,1804,2,994,1028,2,11,1,0,0,0,0,189000
4,1622,4,1249,1622,1,32,1,0,1,0,0,168000
8,1441,2,776,764,2,7,0,0,0,1,0,174000
5,1472,1,702,842,1,13,1,0,0,1,0,125000
6,1224,2,1224,1224,2,10,1,1,1,0,0,165000
6,1352,1,663,663,1,41,1,0,1,0,0,158000
6,1456,2,728,728,2,3,1,0,0,0,0,176000
7,1863,3,879,879,2,0,0,0,0,0,0,219210
7,1690,1,815,815,1,56,1,0,1,1,0,144000
7,1212,2,1212,1212,2,8,0,0,0,0,0,178000
4,1382,2,1051,1382,1,27,1,0,1,1,0,148000
4,864,1,864,864,1,36,1,0,1,1,0,116050
7,1779,2,866,866,2,11,1,0,0,0,0,197900
5,1348,1,884,884,1,12,1,0,1,1,0,117000
7,1630,2,1630,1630,2,8,0,0,0,1,0,213000
5,1074,2,1056,1074,1,31,1,0,1,0,0,153500
7,2196,3,2158,2196,2,18,0,0,0,0,0,271900
4,1056,1,1056,1056,1,40,1,0,1,1,0,107000
6,1700,2,1682,1700,2,3,0,0,0,0,0,200000
5,1283,2,931,1283,1,28,1,0,1,1,0,140000
8,1660,2,1660,1660,2,0,0,1,0,0,0,290000
6,1845,2,1055,1055,2,18,0,0,0,0,0,189000
8,1752,2,559,1080,2,5,0,0,1,0,0,164000
4,672,1,672,672,1,59,1,0,1,1,0,113000
4,960,1,648,960,0,5,1,0,1,1,0,145000
5,999,1,925,999,1,44,1,0,1,1,0,134500
5,894,1,894,894,1,41,1,0,1,0,0,125000
6,1902,2,0,1318,2,32,1,0,1,1,0,112000
8,1314,2,1300,1314,2,0,0,0,0,0,0,229456
4,912,0,0,672,1,56,1,0,1,1,0,80500
6,1218,0,672,672,1,35,1,0,1,1,0,91500
5,912,1,912,912,1,42,1,0,1,1,0,115000
5,1211,1,952,1211,1,40,1,0,1,1,0,134000
6,1846,1,1040,1168,2,57,1,0,1,1,0,143000
5,2136,2,2136,2136,2,55,1,0,1,1,0,137900
7,1490,2,788,788,2,3,0,0,0,0,0,184000
6,1138,1,588,1138,1,49,1,0,1,0,0,145000
6,1933,3,894,894,2,1,0,0,0,0,0,214000
5,912,2,912,912,1,0,1,0,0,1,0,147000
9,1702,3,1702,1702,1,0,0,1,0,0,1,367294
5,1507,1,1075,1507,2,48,1,0,1,1,0,127000
5,2620,2,1361,1361,2,30,1,0,1,0,0,190000
5,1190,2,1106,1190,1,44,1,0,1,1,0,132500
4,1224,2,0,1224,2,45,1,0,1,1,0,101800
5,1188,2,1188,1188,1,51,1,0,1,0,0,142000
5,1964,0,940,1024,1,58,1,0,1,1,0,130000
5,1784,1,747,892,1,56,1,0,1,1,0,138887
7,1626,2,764,764,2,7,0,0,0,0,0,175500
7,1948,2,847,847,2,1,0,0,0,0,0,195000
6,1141,2,1141,1141,1,1,0,0,1,1,0,142500
8,1484,2,1476,1484,2,1,0,0,0,0,1,265900
7,1768,2,884,884,2,5,0,0,0,0,0,224900
7,1689,3,1689,1689,2,0,0,0,0,0,0,248328
7,1173,2,1053,1173,2,36,1,0,0,0,0,170000
10,2076,3,2076,2076,2,0,0,1,0,0,1,465000
8,1517,2,792,792,1,56,1,0,0,1,0,230000
6,1868,2,585,1140,3,4,1,0,1,0,0,178000
7,1553,2,756,756,2,0,0,0,0,0,0,186500
6,1034,3,1012,1034,1,34,1,0,1,1,0,169900
6,2058,2,735,1134,1,58,1,0,1,1,0,129500
5,988,1,876,988,1,57,1,0,1,1,0,119000
7,2110,2,2110,2110,2,42,0,0,0,0,1,244000
7,1405,2,1405,1405,2,3,0,0,0,0,0,171750
5,874,1,864,874,1,41,1,0,1,0,0,130000
7,2167,2,1192,1516,2,4,0,0,0,0,0,294000
7,1656,2,746,760,2,4,0,0,0,0,0,165400
6,1367,1,884,959,1,57,1,0,1,1,0,127500
8,1987,2,1986,1987,2,14,0,0,0,0,0,301500
5,864,0,864,864,1,59,1,0,1,1,0,99900
7,1166,2,856,1166,2,3,0,0,0,0,0,190000
6,1054,2,1054,1054,1,39,1,0,1,1,0,151000
6,1675,2,841,892,2,10,1,0,1,0,0,181000
5,1050,1,1050,1050,1,53,1,0,1,1,0,128900
4,1788,1,1104,1104,1,20,1,0,1,1,0,161500
6,1824,2,764,1060,1,57,1,0,1,1,0,180500
6,1337,2,1405,1337,2,9,0,0,0,0,0,181000
7,1452,2,691,713,2,7,0,0,0,1,0,183900
7,1889,1,925,964,1,57,0,0,1,1,0,122000
9,2018,3,2002,2018,2,1,0,1,0,0,1,378500
8,3447,3,728,1968,3,11,1,0,0,1,0,381000
5,1524,1,874,874,1,49,1,0,1,1,0,144000
7,1524,2,1332,1332,0,31,0,0,0,0,0,260000
6,1489,2,1489,1489,2,41,1,0,0,0,0,185750
5,935,1,935,935,1,41,1,0,1,1,0,137000
6,1357,1,1019,1357,1,2,1,0,0,0,1,177000
5,1250,2,661,661,2,4,1,0,1,1,0,139000
5,1920,2,928,928,2,57,1,0,1,1,0,137000
6,1395,2,723,735,1,37,1,0,1,1,0,162000
6,1724,2,1680,1724,1,33,1,0,1,0,0,197900
8,2031,2,1128,1128,2,6,0,0,0,0,0,237000
4,1128,2,698,698,1,60,1,0,1,0,0,68400
7,1573,2,1573,1573,2,7,0,0,0,0,0,227000
7,1339,2,1309,1339,2,16,1,0,1,0,0,180000
5,1040,2,1040,1040,2,1,1,0,0,1,0,150500
6,1824,0,912,912,2,39,1,0,1,1,0,139000
6,2447,1,804,1699,2,20,1,0,0,1,0,169000
6,1412,1,780,825,1,59,1,0,1,1,0,132500
6,1328,2,1328,1328,1,47,1,0,1,1,0,143000
5,1582,2,1624,1582,2,42,1,0,1,1,0,190000
8,1659,2,1501,1659,2,9,0,0,0,0,1,278000
8,1970,3,1085,1120,2,0,0,0,0,0,1,281000
5,1152,2,1152,1152,1,46,1,0,1,0,0,180500
5,1302,1,630,630,2,37,1,0,1,1,0,119500
5,2372,1,994,1378,2,44,1,0,1,0,0,107500
7,1664,2,832,832,2,30,1,0,1,0,0,162900
5,864,2,864,864,1,16,1,0,1,1,0,115000
5,1052,1,1052,1052,1,38,1,0,1,0,0,138500
5,1128,2,1120,1128,2,45,1,0,1,0,0,155000
6,1072,2,547,1072,2,0,1,0,1,0,0,140000
10,5642,2,6110,4692,2,0,0,1,0,0,1,160000
5,1246,1,1246,1246,1,16,1,0,0,0,0,154000
7,1983,2,978,1005,2,10,0,0,0,0,0,225000
6,1494,1,771,753,1,59,1,0,0,1,0,177500
8,2526,3,1165,1203,2,12,0,0,0,0,0,290000
7,1616,3,1616,1616,2,1,0,0,0,0,0,232000
7,1708,2,976,976,2,2,0,0,0,1,0,130000
9,1652,2,1652,1652,2,2,0,1,0,0,1,325000
7,1368,2,1368,1368,2,0,0,0,0,0,0,202500
5,990,2,990,990,1,14,1,0,1,1,0,138000
5,1122,2,924,1122,1,3,1,0,0,1,0,147000
6,1294,2,1278,1294,2,17,1,0,0,0,0,179200
7,1902,2,1902,1902,2,8,0,0,0,0,1,335000
7,1274,2,1274,1274,2,0,0,0,0,0,0,203000
8,2810,2,1453,1453,2,17,0,1,0,0,0,302000
9,2599,3,1393,1422,2,11,0,0,0,0,0,333168
4,948,1,948,948,1,53,1,0,1,1,0,119000
6,2112,2,952,1092,2,39,1,0,1,1,0,206900
8,1630,3,1622,1630,2,1,0,1,0,0,1,295493
7,1352,2,1352,1352,2,0,0,1,0,0,0,208900
8,1787,3,1753,1787,2,4,0,0,0,0,0,275000
4,948,1,864,948,1,53,1,0,1,1,0,111000
6,1478,2,1478,1478,1,52,1,0,1,0,0,156500
3,720,1,0,720,1,58,1,0,1,1,0,72500
7,1923,2,750,1061,2,18,0,0,0,0,0,190000
4,708,0,420,708,1,59,0,0,0,1,0,82500
8,1795,3,1795,1795,2,0,0,1,0,0,0,147000
4,796,0,796,796,1,58,1,0,1,1,0,55000
3,774,0,544,774,1,1,1,0,0,1,0,79000
5,816,1,816,816,1,0,0,0,0,1,0,130500
6,2792,2,1510,1584,2,58,0,0,1,1,0,256000
7,1632,2,935,955,2,8,1,0,1,0,0,176500
8,1588,3,1588,1588,2,1,0,0,0,0,0,227000
5,954,2,911,954,1,30,1,0,1,1,0,132500
4,816,1,816,816,1,51,1,0,1,1,0,100000
5,1360,1,803,803,1,11,1,0,0,1,0,125500
5,1365,2,765,765,1,39,1,0,1,1,0,125000
6,1334,2,1350,1334,2,32,1,0,1,0,0,167900
5,1656,2,1656,1656,2,35,1,0,1,1,0,135000
4,693,0,693,693,1,56,1,0,0,1,0,52500
7,1861,2,916,920,2,4,0,0,0,0,0,200000
5,864,1,864,864,1,34,1,0,1,0,0,128500
4,872,4,858,872,1,36,1,0,1,1,0,123000
6,1114,2,1114,1114,1,4,1,0,0,1,0,155000
8,2169,2,1284,1284,2,5,0,0,0,0,0,228500
6,1913,2,896,1172,1,59,1,0,1,1,0,177000
7,1456,2,728,728,2,1,0,0,0,0,0,155835
4,960,1,960,960,1,57,1,0,0,1,0,108500
7,2156,2,1568,2156,2,3,1,0,1,0,0,262500
8,1776,3,1732,1776,2,0,0,1,0,0,0,283463
7,1494,2,1482,1494,2,9,0,0,0,0,0,215000
8,2358,0,684,938,2,21,1,0,1,1,0,122000
5,2634,4,1248,1338,2,40,1,0,1,1,0,200000
6,1716,2,858,858,1,46,1,0,1,0,0,171000
6,1176,2,698,786,1,9,0,0,1,1,0,134900
8,3238,3,2033,2053,2,14,0,0,0,0,0,410000
7,1865,3,992,992,2,8,0,0,0,0,0,235000
7,1920,2,570,1222,3,14,1,0,0,0,0,170000
5,892,1,864,892,1,42,1,0,1,0,0,110000
5,1078,2,1078,1078,1,2,1,0,1,0,0,149900
6,1573,2,756,769,2,10,0,0,0,1,0,177500
9,1980,3,1980,1980,2,1,0,1,0,0,1,315000
5,2601,2,612,990,3,10,1,0,1,0,0,189000
7,1530,2,1530,1530,2,4,0,1,0,0,0,260000
4,1738,1,715,1281,2,2,1,0,1,1,0,104900
6,1412,2,616,616,2,0,1,0,0,0,0,156932
7,1200,2,600,520,2,1,0,0,0,0,0,144152
7,1674,2,814,814,2,10,0,0,0,0,0,216000
7,1790,2,873,882,2,9,0,0,0,0,0,193000
5,1475,1,757,925,2,29,1,0,1,0,0,127000
6,848,2,848,848,1,5,0,0,0,0,0,144000
8,1668,2,1657,1668,2,7,0,0,0,0,0,232000
4,1374,1,840,840,1,59,0,0,1,0,0,105000
6,1661,1,992,1661,1,12,1,0,0,0,0,165500
7,2097,2,1108,1108,2,8,1,0,0,0,0,274300
10,2633,3,2633,2633,2,5,0,1,0,0,1,466500
7,1958,3,1026,1026,2,3,0,0,0,0,0,250000
8,1571,3,1571,1571,2,0,0,0,0,0,0,239000
6,790,1,768,790,1,58,1,0,1,1,0,91000
5,1604,2,984,984,2,49,1,0,1,1,0,117000
6,987,1,483,483,1,33,1,0,1,1,0,83000
5,1394,2,384,754,2,1,1,0,0,0,0,167500
3,864,1,864,864,1,60,1,0,1,1,0,58500
6,2117,2,1205,2117,2,38,1,0,1,0,0,237500
7,1762,2,596,998,1,56,1,0,0,1,0,157000
5,1416,2,816,1416,2,0,1,0,0,1,0,112000
6,1258,1,560,698,1,59,1,0,1,1,0,105000
4,1154,1,796,796,1,3,1,0,0,1,0,125500
7,2784,2,1392,1392,3,28,1,0,0,0,0,250000
6,2526,1,714,1664,2,57,1,0,0,1,0,136000
9,1746,3,1746,1746,2,2,0,1,0,0,1,377500
6,1218,2,735,869,1,57,1,0,1,1,0,131000
7,1525,2,1525,1525,2,6,0,0,0,0,0,235000
5,1584,3,1584,1584,2,42,1,0,1,1,0,124000
5,900,1,864,900,1,39,1,0,1,0,0,123000
6,1912,2,482,1221,2,8,1,0,1,1,0,163000
7,1500,3,1356,1500,2,0,0,0,0,0,0,246578
8,2482,3,1094,1133,2,1,0,0,0,0,0,281213
5,1687,2,747,1687,1,60,1,0,1,1,0,160000
5,1513,1,939,939,1,3,1,0,1,1,0,137500
5,1904,1,1208,1136,1,27,1,0,1,1,0,138000
6,1608,1,976,1160,2,19,1,0,0,1,0,137450
6,1158,1,862,950,1,58,1,0,1,0,0,120000
6,1593,2,839,864,2,4,1,0,1,0,0,193000
7,1294,2,1286,1294,2,0,0,0,0,0,0,193879
8,1464,3,1485,1464,2,0,0,0,0,1,0,282922
3,1214,3,672,694,1,56,1,0,1,1,0,105000
8,1646,2,1594,1646,2,3,0,1,0,0,0,275000
5,768,2,768,768,1,2,1,0,1,1,0,133000
5,833,0,833,833,1,24,1,0,1,1,0,112000
4,1363,2,622,741,1,60,1,0,1,1,0,125500
7,2093,2,791,1236,2,17,1,0,1,0,0,215000
7,1840,2,944,944,2,8,0,0,0,0,0,230000
6,1668,1,856,1112,1,4,1,0,1,1,0,140000
4,1040,2,0,1040,2,59,1,0,1,1,0,90000
8,1844,2,1844,1844,2,3,0,0,0,0,0,257000
6,1848,2,833,1053,1,8,1,0,0,1,0,207000
7,1569,3,1386,1569,2,2,0,0,0,0,0,175900
4,2290,2,777,1246,2,60,1,0,1,1,0,122500
8,2450,3,1284,1310,2,11,0,0,0,0,0,340000
5,1144,1,1144,1144,1,45,1,0,1,1,0,124000
6,1844,2,1844,1844,2,37,0,0,0,0,0,223000
6,1416,2,708,708,2,38,1,0,1,0,0,179900
6,1069,2,1069,1069,2,33,1,0,1,0,0,127500
6,848,2,848,848,1,5,0,0,0,0,0,136500
6,2201,2,697,1575,2,40,0,0,0,1,0,274970
5,1344,1,1024,1344,1,24,1,0,1,1,0,144000
6,1252,2,1252,1252,1,49,0,0,0,1,0,142000
7,2127,2,1223,1223,2,14,0,0,0,0,0,271000
5,1558,1,913,1048,1,58,1,0,1,1,0,140000
5,804,1,788,804,1,18,1,0,0,1,0,119000
6,1440,2,1440,1440,2,26,0,0,0,0,0,182900
5,1838,2,732,734,2,1,0,0,1,0,0,192140
6,958,2,958,958,2,33,1,0,1,0,0,143750
4,968,1,656,968,2,0,1,0,1,1,0,64500
6,1792,2,936,962,2,8,1,0,1,0,0,186500
5,1126,2,1126,1126,2,29,1,0,1,0,0,160000
